[SheetInfo]
AudioFileName=그대라는 시.mp3
AudioViewTime=30
ImageFileName=그대라는 시_Img
BPM=86
Offset=0.1401
Beat=44
Bit=32
Bar=80

[ContentInfo]
Title=그대라는 시
Artist=태연
Source=호텔 델루나
Sheet=HEALP
Difficult=Lv.1

[NoteInfo]
192,192,1401,5,0,0:0:0:0:
320,192,2724,1,0,0:0:0:0:
192,192,4489,1,0,0:0:0:0:
64,192,6033,1,0,0:0:0:0:
192,192,6915,1,0,0:0:0:0:
64,192,8018,1,0,0:0:0:0:
192,192,9341,1,0,0:0:0:0:
448,192,11547,1,0,0:0:0:0:
320,192,11988,1,0,0:0:0:0:
192,192,12429,1,0,0:0:0:0:
64,192,12871,1,0,0:0:0:0:
448,192,13973,1,0,0:0:0:0:
320,192,15297,1,0,0:0:0:0:
192,192,15738,1,0,0:0:0:0:
64,192,16400,1,0,0:0:0:0:
320,192,19929,1,0,0:0:0:0:
192,192,21694,1,0,0:0:0:0:
64,192,23458,1,0,0:0:0:0:
192,192,25223,1,0,0:0:0:0:
64,192,26105,1,0,0:0:0:0:
320,192,26988,1,0,0:0:0:0:
448,192,28311,1,0,0:0:0:0:
320,192,29634,1,0,0:0:0:0:
192,192,30517,1,0,0:0:0:0:
64,192,31399,1,0,0:0:0:0:
192,192,32281,1,0,0:0:0:0:
64,192,33164,1,0,0:0:0:0:
320,192,34046,1,0,0:0:0:0:
320,192,34928,1,0,0:0:0:0:
320,192,35811,1,0,0:0:0:0:
320,192,36693,1,0,0:0:0:0:
64,192,37575,1,0,0:0:0:0:
192,192,38458,1,0,0:0:0:0:
192,192,39340,1,0,0:0:0:0:
448,192,40222,1,0,0:0:0:0:
320,192,41105,1,0,0:0:0:0:
192,192,41987,1,0,0:0:0:0:
192,192,42869,1,0,0:0:0:0:
192,192,43751,1,0,0:0:0:0:
64,192,44634,1,0,0:0:0:0:
192,192,45516,1,0,0:0:0:0:
320,192,46398,1,0,0:0:0:0:
448,192,48163,1,0,0:0:0:0:
320,192,48218,1,0,0:0:0:0:
192,192,48273,1,0,0:0:0:0:
448,192,49928,1,0,0:0:0:0:
448,192,50810,1,0,0:0:0:0:
448,192,51692,1,0,0:0:0:0:
192,192,52575,1,0,0:0:0:0:
320,192,53457,1,0,0:0:0:0:
320,192,54339,1,0,0:0:0:0:
320,192,55222,1,0,0:0:0:0:
448,192,56104,1,0,0:0:0:0:
192,192,56986,1,0,0:0:0:0:
192,192,57868,1,0,0:0:0:0:
192,192,58751,1,0,0:0:0:0:
64,192,59633,1,0,0:0:0:0:
320,192,60515,1,0,0:0:0:0:
448,192,61398,1,0,0:0:0:0:
448,192,62280,1,0,0:0:0:0:
64,192,63162,1,0,0:0:0:0:
192,192,64045,1,0,0:0:0:0:
320,192,64486,1,0,0:0:0:0:
448,192,64927,1,0,0:0:0:0:
448,192,65809,1,0,0:0:0:0:
64,192,66692,1,0,0:0:0:0:
320,192,67353,1,0,0:0:0:0:
192,192,68015,1,0,0:0:0:0:
64,192,68456,1,0,0:0:0:0:
320,192,69339,1,0,0:0:0:0:
64,192,70221,1,0,0:0:0:0:
192,192,71103,1,0,0:0:0:0:
320,192,71544,1,0,0:0:0:0:
192,192,71985,1,0,0:0:0:0:
320,192,72427,1,0,0:0:0:0:
192,192,72868,1,0,0:0:0:0:
320,192,73309,1,0,0:0:0:0:
192,192,73750,1,0,0:0:0:0:
448,192,74191,1,0,0:0:0:0:
192,192,76176,1,0,0:0:0:0:
320,192,76397,1,0,0:0:0:0:
448,192,76838,1,0,0:0:0:0:
448,192,77279,1,0,0:0:0:0:
448,192,77831,1,0,0:0:0:0:
320,192,81250,1,0,0:0:0:0:
448,192,81691,1,0,0:0:0:0:
448,192,82132,1,0,0:0:0:0:
320,192,82573,1,0,0:0:0:0:
448,192,83014,1,0,0:0:0:0:
192,192,83456,1,0,0:0:0:0:
64,192,84338,1,0,0:0:0:0:
192,192,85220,1,0,0:0:0:0:
64,192,86102,1,0,0:0:0:0:
320,192,86985,1,0,0:0:0:0:
320,192,87647,1,0,0:0:0:0:
192,192,87757,1,0,0:0:0:0:
64,192,87867,1,0,0:0:0:0:
192,192,88749,1,0,0:0:0:0:
64,192,89191,1,0,0:0:0:0:
64,192,89632,1,0,0:0:0:0:
192,192,90073,1,0,0:0:0:0:
448,192,90514,1,0,0:0:0:0:
320,192,91396,1,0,0:0:0:0:
448,192,92279,1,0,0:0:0:0:
320,192,92720,1,0,0:0:0:0:
192,192,93161,1,0,0:0:0:0:
64,192,93602,1,0,0:0:0:0:
448,192,94043,1,0,0:0:0:0:
64,192,94926,1,0,0:0:0:0:
192,192,95808,1,0,0:0:0:0:
320,192,96249,1,0,0:0:0:0:
448,192,96690,1,0,0:0:0:0:
448,192,97131,1,0,0:0:0:0:
64,192,97573,1,0,0:0:0:0:
320,192,98455,1,0,0:0:0:0:
192,192,99117,1,0,0:0:0:0:
320,192,99558,1,0,0:0:0:0:
64,192,100219,1,0,0:0:0:0:
192,192,101102,1,0,0:0:0:0:
64,192,101543,1,0,0:0:0:0:
64,192,101984,1,0,0:0:0:0:
448,192,102866,1,0,0:0:0:0:
448,192,103308,1,0,0:0:0:0:
448,192,103749,1,0,0:0:0:0:
448,192,104190,1,0,0:0:0:0:
192,192,104631,1,0,0:0:0:0:
320,192,105072,1,0,0:0:0:0:
448,192,105513,1,0,0:0:0:0:
448,192,105955,1,0,0:0:0:0:
448,192,106396,1,0,0:0:0:0:
192,192,107278,1,0,0:0:0:0:
448,192,108160,1,0,0:0:0:0:
192,192,109043,1,0,0:0:0:0:
448,192,109925,1,0,0:0:0:0:
448,192,110366,1,0,0:0:0:0:
448,192,110807,1,0,0:0:0:0:
448,192,111248,1,0,0:0:0:0:
192,192,111690,1,0,0:0:0:0:
64,192,112131,1,0,0:0:0:0:
192,192,112572,1,0,0:0:0:0:
320,192,113454,1,0,0:0:0:0:
448,192,113675,1,0,0:0:0:0:
320,192,113895,1,0,0:0:0:0:
448,192,114116,1,0,0:0:0:0:
320,192,114336,1,0,0:0:0:0:
320,192,114778,1,0,0:0:0:0:
448,192,115219,1,0,0:0:0:0:
64,192,116101,1,0,0:0:0:0:
448,192,116983,1,0,0:0:0:0:
448,192,117425,1,0,0:0:0:0:
448,192,117866,1,0,0:0:0:0:
448,192,118307,1,0,0:0:0:0:
192,192,118748,1,0,0:0:0:0:
64,192,119189,1,0,0:0:0:0:
192,192,119630,1,0,0:0:0:0:
320,192,120513,1,0,0:0:0:0:
192,192,120733,1,0,0:0:0:0:
320,192,120954,1,0,0:0:0:0:
192,192,121174,1,0,0:0:0:0:
320,192,121395,1,0,0:0:0:0:
320,192,121836,1,0,0:0:0:0:
64,192,122718,1,0,0:0:0:0:
448,192,123160,1,0,0:0:0:0:
448,192,124042,1,0,0:0:0:0:
448,192,124483,1,0,0:0:0:0:
448,192,124924,1,0,0:0:0:0:
448,192,125365,1,0,0:0:0:0:
192,192,125807,1,0,0:0:0:0:
64,192,126248,1,0,0:0:0:0:
192,192,126689,1,0,0:0:0:0:
448,192,127351,1,0,0:0:0:0:
320,192,128012,1,0,0:0:0:0:
192,192,128453,1,0,0:0:0:0:
448,192,129336,1,0,0:0:0:0:
64,192,130218,1,0,0:0:0:0:
320,192,131100,1,0,0:0:0:0:
192,192,131542,1,0,0:0:0:0:
320,192,131983,1,0,0:0:0:0:
192,192,132424,1,0,0:0:0:0:
320,192,132865,1,0,0:0:0:0:
192,192,133306,1,0,0:0:0:0:
320,192,133747,1,0,0:0:0:0:
192,192,134189,1,0,0:0:0:0:
448,192,134630,1,0,0:0:0:0:
64,192,135512,1,0,0:0:0:0:
192,192,136394,1,0,0:0:0:0:
